,sentence,cat
96,I didn't have the same experience as others in that mine came fully shaped and has lasted through the last 3 months of rehearsing a dance.,-1
97,"The shape has held up well, the fit is perfect for an 11 year old girl, and the quality is high.",-1
98,"Purchased for my girlfriend for her BD!  """,-1
99,"I "" fell in love with it...lol.",-1
100,So did she....VERY BEAUTIFUL!,3
101,"It was shipped VERY promptly, great packaging, well made, great quality!",0
102,"Very pretty, Goes with nearly everything.",3
103,I had a pair of these forty years ago when I went to college in Wisconsin.,-1
104,I love them but didn't think they made these anymore until I found them on Amazon.,3
105,"Northern Winters are very cold, and I will never be without a pair of your EAR MITTS again.",3
106,"I haven't worn it yet so I can't comment on how durable it is or if the rhinestones will stay on, so I will comment again after my wedding.",-1
107,"But as far as the appearance and quality, it looks great!",3
108,And for the price you can't beat it!,3
109,"These jeans are super nice I love them,  they fit perfectly and I get compliments about them.",1
110,"I ordered the pink color,  it's a nice soft pink color, now I need the khaki color,  I need every color.",2
111,Great for the summer.,-1
112,"I have to also mention that the material is soft and stretchy,  very comfortable.",3
113,"I'm 5'5  155lbs , I'm very ""hippy"" with big butt and I ordered the size 7 and it fits just right.",1
114,Love the print; fit just right.,1
115,"Fit was great, padding was great for long rides, legs stay where they are supposed to be and don't ride up!!",1
116,It's light and comfortable.,3
117,Bought size 12 months for my 20-pounder and they are terrific!,3
118,"They fit him and he still has room to grow, so we will get plenty of use out of them.",1
119,He's been using these for months now and is warm throughout the night.,3
120,"They've also stayed soft after being washed about twice a week, so this is definitely a product I'd recommend to anyone looking for alternatives to sleep sacks!",3
121,Got me through nine months and I was even able to wear one pair of pre pregnancy jeans all the way through because of this!,-1
122,Cute dress and accurate sizing.,1
123,Very happy with this item.,3
124,This is the coolest looking necklace ever!,3
125,It looks great with any solid top.,3
126,Totally blown away by it.,3
127,Bought it a while ago and hasn't broken like my other chains I like it.,3
128,"My husband is Large, but I read the reviews before that I buy it and bought the XL, which fits him perfectly...",1
129,This is a beautiful pendant.,3
130,"The colors, in person, are as vivid as the product image.",2
131,"The chain is the weight of inexpensive costume jewelry, but is sturdy and bright.",3
132,"Although I purchased it as the centerpiece of bedroom mirror decor for spiritual reasons, I'd have few concerns about the necklace breaking with repeated wear.",-1
133,Great shirt but size up.,3
134,It runs small but per other reviews I expected that and ordered larger.,-1
135,"I ordered an XL and wear S/M normally (I'm 5'4"" 115lbs for reference).",-1
136,Very comfortable and cute.,3
137,Definitely made for small chested people add this will literally be the very first swimsuit ice owned since puberty to actually fit my practically flat chest,3
138,Fits everything I need.,1
139,The door hanger is a sweet bonus.,-1
140,Very happy with the looks of this coverup.,3
141,Had a wee problem with original order but seller made everything right and was very thorough and courteous.,-1
142,I didn't expect to look this good!,3
143,Looks exactly like in the picture!,3
144,I love how it fits and isn't uncomfortable!,3
145,This corset comes with invisible straps.,-1
146,I got this for to wear at a costume club and I got many compliments!,-1
147,"This belt is beautiful, exactly as shown.",3
148,My daughter will be using it to add a little bling to her 8th grade graduation dress next month.,-1
149,"Great, fits like a glove",1
150,excellent orthopedic inserts prescribed by my doctor.,-1
151,Gorgeous on my 17 year old!!,-1
152,"fits perfect, and dress is well-made!",1
153,Bought a larger size so my 3rd generation cousin will be able to wear for Easter.,1
154,Mother is very pleased and loves that it is purple.,2
155,Love it best belt I have ever owned,3
156,Great quality for the price.,3
157,"Still looks good after many washes , fits true to size .",3
158,My husband was very happy when I got him this shirt.,3
159,LOVE this so much.,3
160,"It's a little tedious to put on (and after you wash them they wrinkle/bunch up a bit weird), but when you do wear it, it looks gorgeous and makes you feel like a million bucks.",-1
161,I wish all lingerie made me feel this way!,-1
162,Very cute and soft!,3
163,The purse is adorable and very well made.,3
164,My Great-Niece loved it!,3
165,Bought these for my Pidge (Voltron) cosplay but ended up loving them so much that I'll definitely wear them out in public!,-1
166,They were surprisingly sturdier than I thought they would be and they don't slide off my nose like I was afraid they would.,3
167,Overall love them a lot!,3
168,One of my fave purchases,3
169,"If you are like me who likes to wear wedding ring everyday, this is really the right choice!",-1
170,"The price is low, so you never need to worry about losing it.",3
171,"On the other hand, it does not look cheap.",3
172,"Pretty, as bright as my white gold ring.",3
173,"liked it but it was too small, and I wanted a longer length",1
174,Super comfy & fit better than I expected.,1
175,Women's Universal pants are well-made and comfortable.,3
176,I love the bamboo fabric because it wears beautifully and it's so soft.,3
177,A good investment in your casual wardrobe..,3
178,"Cheap, but very cute.",3
179,Makes a great dipper bag!,-1
180,The material it great also,3
181,my husband love how it looks on me..,-1
182,The material is good fit as expected and come earlier than I thought love this shoes,3
183,Very pretty and well made.,3
184,Fits nice and comfortably around my wrist.,1
185,My son loved these jammies.,3
186,Yes it fits well,1
187,"Look great on a woman who has nice nipple's And feel great on me, but they act as stirups, very comfortable.",3
188,I bought for my daughter and she love it,-1
189,Love the color and they fit perfectly!!,2
190,These shoes are beautiful.,3
191,The glitter is well placed and does not end up all over the place.,3
192,"""The color is everything ""  my 7 year  old daughter says lol .... came in 2 days and she will ate least get to wear them a full year I bought a 2 and she has a Lil room for her feet to grow but not to much to where she can't wear them",-1
193,Bought this for my husband to complete his costume for Halloween.,-1
194,Love this purse !,3
195,It's not a big purse.,-1
196,"But you can put your money keys and loose powder in it , etc !",3
197,It's so cute and looks so nice !,3
198,I love my dress,3
199,perfect for me and my girlfriend :D,3
200,The design is not as clearly shown in person as in the photo on-line but still a great ring for the price!,3
201,Bought it to wear as a thumb band last year and am still wearing it.,-1
202,Other than normal wear and tear it is looking good!,3
203,I was impressed by the quality.,3
204,just received my wallet and its gorgeous.,3
205,its made very well with great quality material.,3
206,"the skull charm is nice and heavy,the bat detail is great the colors are nice and bright.",-1
207,really sturdy wallet for the price.,3
208,its got a metal zipper which works smoothly.,3
209,this is a great wallet for the price its definitely made with great material i even let the post lady see it and she said it's a sturdy great material made wallet.,3
210,insides made well this is definitely a nice wallet.,3
211,cant wait to buy the matching purse to go with it.,-1
212,i'll post pictures later from my cellphone writing review from my laptop right now.,-1
213,"Update
6/14/18 bought it in 2016 and this wallet is still doing great definitely going to have to purchase another one when this ones gone through its usefulness but almost two years and still doing great.",-1
214,Love this wallet made very durable.,3
215,My niece absolutely LOVES this set!,-1
216,She wouldn't take it off!,-1
217,It's nice quality and really cute!,3
218,These are great socks for winter.,3
219,They keep my feet very warm.,3
220,Infact I only wear these during the winter months Nov. thru Apr.,-1
221,I would not recommend wearing during the summer months because they are to hot.,3
222,During the summer months I just wear the regular Gold Toe Crew socks.,3
223,I went ahead order another 2-packs today because my wife noticed a hole in one pair that I've probably had for 4 or 5 years.,-1
224,"A previous reviewer commented on the pilling and they are correct, but what they failed to mention is the pilling is coming from the shoes they are wearing.",-1
225,"Mine do the same thing, but it doesn't bother me because it's from the material inside of the shoe and doesn't affect the comfort of the sock.",-1
226,"Anyway, who's going to be looking at your socks when they inside the shoe itself?",-1
227,A nice symbol from the GOT program.,-1
228,Read a lot of positive reviews.,-1
229,I like them and will buy again.,-1
230,I just purchased three of these tops last Thursday.,-1
231,They took a week to arrive and were packaged in their own individual plastic sleeves.,0
232,The tops themselves look and fit wonderfully.,1
233,"I am a 38"" waist and 47"" bust, so I bought each 3XL just in case they ran small and in all actuality I could have gone a size down.",1
234,Regardless I love these and hope to have every color.,2
235,bought these for my grand daughter..they are so cute...,3
236,"Love this purse, received in less time than expected.",3
237,Have gotten several compliments from men and women.,-1
238,Very pleased with the quality and fit !,3
239,After reading all the reviews I got really scared and didn't kno if I should order this outfit.,-1
240,I love Prime cuz then if I wasn't satisfied I could return in time b4 halloween.,3
241,The fit is true to size.,1
242,"I'm 5'2"", 130 lbs and big busted and I ordered a medium.",1
243,Looks great even on me!,3
244,the thigh is a lil tight but not enough to be bothered.,3
245,"Material is light, stretchy,  and comfy to wear.",3
246,I'm so glad I bought this.,3
247,So soft and comfy!,3
248,Bought these for all the girls in our family from 2 to 72!,-1
249,Can't wait for the family photo!,-1
250,"Good Deal, Hat made well, print is perfect!",3
251,"""Make America Great Again"" Huge hit in our house going to def purchase more, Thanks",-1
252,"I love Social D, and the hat is very nicely designed...",-1
253,"Although I have a big head, so a Large Flex Fit would be better for me, instead of the one size fits all",1
254,Very nice in person.,-1
255,I wish the earring were a bit bigger.,-1
256,Fits my collection and very comfortable.,1
257,I love these leggings!,3
258,"So comfy and stylish, and the length is just right!.",3
259,Exactly what I was looking for.,3
260,It lays flat so you can't see that you are wearing a belt when you aren't tucking in your shirt.,3
261,"Love this purse, and the size is great.",1
262,"I was skeptical at first when I read that it was made of canvas, but when I got it, I found that it is well made and rather soft.",-1
263,I love the camouflage design and skull  with the pink accent.,3
264,"I do have to warn you that the skull itself is rather hard, but other than that this purse over all is rather worth the price.",3
265,"These definitely run small, but the quality is excellent!",3
266,The next size up fits great.,1
267,They also arrived quickly and very well packed/shipped.,0
268,Happy to have toe socks!,3
269,Keeps my wife alive on her early morning walks.,3
270,Love Marika Curves and these did not disappoint.,-1
271,Like the fabric and the foiled look.,-1
272,"Very comfortable, easy to wash and even easier to wear.",3
273,Secure grip when fastened.,3
274,Packaged and shipped well!,0
275,"Soft fabric, excellent cut, and super comfortable.",3
276,I purchased this dress in 2 colors.,2
277,Best hat deal I've ever gotten.,3
278,"Bought it as a gift, so far looks good, will see if pass the test of time.",-1
279,"love it, great dress, flattering and perfect for a day at the beach, buying another one!",3
280,in the middle of  a polar vortex  I received this hat.,-1
281,the knit is tight so no wind blows between the holes great hat  really good price also,3
282,And I received it when I needed it.,-1
283,Very pretty and flattering fit,3
284,Fits and looks great,1
285,"Such an adorable case, this was by far my favorite case that I have ever owned.",3
286,"The buttons on the sides are a little tight, but it doesn't affect my use of the buttons.",-1
287,I am in love with this bag!,3
288,I purchased this because I needed an overnight bag that I could fit my boots in.,1
289,"Even with clothes & boots, there's a little extra room for other necessities.",3
290,I purchased one for a family member at the same time I got mine & she is just as happy with hers.,-1
291,I am considering getting the other color as well.,3
292,I ordered this as a gift for a friend and she loved it.,-1
293,It is roomy to fit multiple cards and does not seem like it would rip easily.,1
294,The outer material is easy to clean.,3
295,I bought several things from china that broke the same day they arrived.,0
296,"This one in particular was not one of those, it looks much better than I expected and after three months of regular wear, they haven't broke.",-1
297,Great fit and well made for the price!,1
298,Super soft and very cute.,3
299,One of my favorite items for raves or just cause.,-1
300,It's large and sturdy and it has plenty of pockets inside.,1
301,It is well made.,3
302,Just not recommend for plus size women.,-1
303,Excellent fitting if you order the right size and looks very stunning when you wear it.,1
304,Simply love wearing it each morning during winters when your car steering wheel is cold as ice!,3
305,I've also used it while traveling in cold weather and there is no denying that these are quality leather gloves!,3
306,These underwear are extremely comfortable and we love the guarantee!,3
307,Will definitely purchase more and recommend these to others!,-1
308,Very nice product love it alittle heavy but like the real one that cost 4times this one .plus pouch awesome will get gold one next,3
309,"The coat has a ""suit jacket"" fit rather than a casual fit.",-1
310,"My husband needed to adjust his expectations, but once he did he loved it.",-1
311,The only other negative is that it had only one inside pocket as opposed to the two advertised.,-1
312,"Also, the zipper is on the left, which bugs him a bit.",-1
313,It fits perfectly and it's a great design.,1
314,"It is a little longer than most rings, but I have small hands and it looks great on.",-1
315,Looks like this costume is a hit or miss for some but it was a HIT for me!,-1
316,Love these - super cute and super easy.,3
317,I wish I had purchased these when my baby was younger!,-1
318,I absolutely love these.,3
319,My little boy was so happy when I showed him his Mickey Mouse underwear.,-1
320,Let me just tell you they hold a lot of pee and make the mess so much easier to clean up.,-1
321,"They are very durable, soft to the touch they can be washed over and over again and still have the same quality as you just opened up.",3
322,"These socks are adorable, fit well, and make a wonderful addition to the sock collection of thismAiredale fancier.",3
323,My daughter loves them!,-1
324,Comfortable and a great selection.,3
325,Definitely recommend for this price and fast service.,0
326,Not knowing pants with the elastic fit I could have probably bought the 32 waist.,1
327,"Comfortable and stylish, ordered based on measurements, seemed a bit big at first, but good after first wash. Get tons of compliments on it",3
328,Everyone loved this necklace such a perfect accessory for a young girl.,3
329,I own several of these have had some for a few years so wanted to get a new one.,-1
330,Only thing to be honest with your.,-1
331,It's cheaper thru Roamans than here.,3
332,"Great comfortable fit, worn in sand, while doing dishes, and in all kinds of daily activity--not a scratch yet!",3
333,"Would highly recommend, just make sure you get the right size!",-1
334,(took me four tries to get the right size--I've never worn a ring before this one.),-1
335,Lots of compliments from people.,-1
336,"I use it as my wedding band, and most people have no idea what material it is, or how much it cost.",-1
337,Don't waste money on something expensive if you aren't sentimental.,3
338,"This thing will look great for years to come, and if it doesn't you can replace it for cheap!",3
339,"Has a very pleasing weight, and a perfect finish.",3
340,"Buy with confidence, and if it's not what you want then just return it (thanks Amazon Prime!",-1
341,Is OK very nice,3
342,Great quality and the length is great for our cold winters,3
343,"this one is bold, nice fabric too.",3
344,i have lots of plans for black and white this cold season...;),-1
345,It's a nice little lab coat.,3
346,It's real cute when she carries things around in the little pockets.,3
347,Love this swim suit.,3
348,The fit is perfect.,1
349,I love this bathing suit!,3
350,"I'm 145 lbs 5'7"" and purchased a large.",1
351,Bought one for myself  -  this one for a friend,-1
352,A very well built stainless steel card case.,-1
353,It also acts as a great mirror.,-1
354,"Currently, I have 2 IDs, 3 credit cards, 2 insurance cards and a family photo.",-1
355,"If you are looking for a slim, practical alternative to a minimalist wallet, this is it!",3
356,"I love this Dress, funny casual.",3
357,Bought this for our daughter.,3
358,She loved it and it fit her perfectly.,1
359,These are so soft and have washed up very well.,3
360,They are form fitting (not at all loose) but are supposed to be that way.,3
361,"For my 4 yr old (33 lb), they appear to be very comfortable and are not tight.",-1
362,"I am 5'8"" 185 lbs.",-1
363,Got the size XXL and it fits and hugs perfectly!,1
364,This dress is so pretty.,3
365,I love that it is modest and long enough!,3
366,"Quite frankly a lot of dresses are overly priced when they're finally modest, but this one is just so great and not too pricey.",3
367,"It may need an undershirt so you can't see my bra line in the back, but super great.",-1
368,Order processed and shipped quickly.,0
369,Will use for airline travel this week.,0
370,I don't believe the size will be a problem.,1
371,Easy to find bright pink in my backpack pockets.,2
372,I love these sun glasses!,3
373,They have a very expensive look and the case is very nice.,3
374,Cute and stays in my little one's feet,3
375,Wish there were more colors,2
376,It is exactly as is described and arrived in a reasonable amount of time.,-1
377,It will go perfectly with this year's Halloween costume!,-1
378,I love being able to order the Hanes Silk Reflections from my home and have them arrive as expected.,3
379,I love this back pack!,3
380,It's ridiculously adorable and the material is great!,3
381,Grand daughter wore ot to prom and loved it,3
382,"ordered size up,fits just the model!",1
383,I order a size down because I like them to fit really snug.,1
384,"Pant size 4, I ordered XS and they fit nice and tight without being see-thru at all!",1
385,"Love the thick material, keep everything smooth!",3
386,I love this skirt.,3
387,Although I don't know if anyone would use the hidden pocket that sits right on my thigh.,3
388,"No one would ever notice it, and maybe I will have a use for it one day.",-1
389,The material is good quality.,3
390,"I love corduroy, and recognized the Woolrich name.",-1
391,"I got exactly what I ordered, and I couldn't be more pleased.",-1
392,These Ray Ban Aviators are very flattering sunglasses.,-1
393,They magically boost my confidence when I wear them!,3
394,Just purchased this for a Eurpean trip.,3
395,The size and color is perfect.,1
396,Will know more about quality and functionality after the trip.,3
397,Nice work out wear..,3
398,My grandson was born with Bladder Exstrophy and this swim trunk works great for him.,3
399,I'm SAD they do not come in larger & regular sizes for future ordering.,1
400,I love all of the bras I got.,3
401,They all for so well and are perfect for a nursing momma who can't afford nursing bras!,3
402,"beautiful, and lovely pearls",3
403,The quality is what I wanted:fleece.,3
404,"Our little one is starting to roll and move and a sleeping bag doesn't feel safe, and it is a bit cold at night so this with a shortsleeve onsie is the perfect solution.",3
405,The size 12m is shorter than Carter's size 12m but an inch or so.,1
406,"Fits well, looks great, unbelievable price!",1
407,Pleased with my purchase.,3
408,This beautiful leather jacket arrived pristine & top-notched packing with hanger.,0
409,It is soft leather which fits like a glove!,1
410,Awesome colors and perfect fit for a great price.,1
411,"Definitely on the  long and heavy side, probably only would wear it at the beach since it shows through some of my tighter shirts.",3
412,"Great quality, nice detail work, withstood salt water well.",3
413,"It's a great suit for a ""mature"" woman.",-1
414,This is an absolutely beautiful bag!,3
415,"The quilting on the side is well-stitched, as is the Hello Kitty patch.",-1
416,"The ends are of a faux leather fabric, the white portions are canvas, but softer than most canvas fabrics.",3
417,"The Hello Kitty patch is not canvas, but the texture adds a nice feel and luxury appeal to the bag.",-1
418,It's a great size as well.,1
419,"I can fit a full-size hardcover book, my 15"" laptop, and my iPad mini in it without any inconvenience at all.",3
420,I highly recommend this!!,-1
421,Did I mention it's really beautiful?,3
422,This is a beautiful ring.,3
423,It's well made and I've received many compliments about it.,3
424,"Wedding party shoes x 6, all were true to size and girls said was comfortable!",3
425,ORDER THE SIZE YOU NORMALLY WEAR -these are fabulous!,-1
426,Great little change purse.,-1
427,"Looks great and is lite-weight, not bulky, and can wear all year.",-1
428,Large fits my size 16 body perfectly.,3
429,Great pair of glasses to use!,1
430,Very comfortable and flattering.,3
431,I normally wear a size 14 dress and ordered an XL.,1
432,"The dress is a bit short but is comfortable around the bust, which I can't say about most other dresses.",3
433,It hides my problem area (tummy) and accentuates my bust and makes my legs look longer.,-1
434,I was expecting it to look and feel cheap but this dress is wonderful!,-1
435,My son will love it - he's always liked Captain Moroni.,-1
436,"I really like it, and I got several complements on it!",3
437,The material is great and fits good.,1
438,Ordered a large to be on the safe side.,-1
439,A medium would have work but better safe than sorry.,-1
440,Just have to take in the sides a bit.,-1
441,I'm about 5'5 and weighs 149.,1
442,Hope this helps anyone looking to purchase this dress.,-1
443,"I love this anklet, its very shiny and a very cute heart charm.",-1
444,"Quick delivery, items were well packaged and exactly as shown and described.",-1
445,I have not tried any on yet but packaging and selection looks very good.,3
446,"The package includes a nice selection in a variety of sizes, styles and colors without duplicates",-1
447,Excellent service...I am short it was too long.,0
448,very happy...no problems...thank you...,3
449,My husband said it is like not having anything on his feet.,-1
450,They are light and was able to walk on gravel.,-1
451,i loved it so much next winter im going to buy 3 other colors so comfy got lots of complements on it material was very soft,-1
452,fit well and is really light and airy.,1
453,i wore it for halloween with cat ears and a tail and a belt in the middle so it was more form fitting.,-1
454,"since the sizing is in asian sizing, i sized up a little and the fit was what i wanted.",1
455,"34 to 36 D bust, 29-30 W and 38 hips for reference",-1
456,"The wider strap fits a little wide over the top of my foot, but really cute sandals!",-1
457,The narrow strap over toes fits perfectly.,1
458,Fits true to size.,1
459,Fits my body perfectly and totally worth the price!,1
460,I am 5'1 have a D cup size and ordered a small.,1
461,"Good quality, length, and price.",3
462,Arrived very quickly even though it wasn't available on Prime.,0
463,love it and plan to wear it all year long!!,3
464,"Beautiful dress, amazing quality, perfect fit.",3
465,Such a cute well made dress.,3
466,"I'm 5'4"" 128lbs and a medium fits perfect.",-1
467,I'll be wearing this with sandles for summer and will be just as cute with boots this winter.,-1
468,Such a great price and came within 4 days.,0
469,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Shaper-Queen-Women-Best-Waist-Cincher-Girdle-Belly-Trainer-Corset-Body-Shapewear-XXXL-Nude/dp/B01DCKN3QM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Shaper Queen Women Best Waist Cincher Girdle Belly Trainer Corset Body Shapewear (XXXL, Nude)</a>

Extremely comfortable for a waist cincher, does not roll up as others I've tried.",-1
470,"Fit was as advertised, would definitely buy again, the price was fair for the product delivered.",1
471,"I would rate this at a five star, excellent value!!",-1
472,I got the white & black.,-1
473,"Excellent stretchy breathable material, good for tall babies.",-1
474,Most clothes are short torso on my son but this was perfect with wiggle room.,3
475,"Very cute designs, easy to put on fast because of the stretch, and so inexpensive for the good quality, extremely pleased",3
476,Such a cute skirt!,3
477,Beautiful and nice and long so they show thru my long hair.,3
478,Mixed stone colors of red and a red / orange color that is not true red but not orange more like the color of fire.,-1
479,Which matches a necklace that I purchased perfectly!,3
480,and that necklace didn't come with earrings and I was worried about matching the color.,-1
481,Very nice will order again,-1
482,we were able to get it altered it was only a tad tight and it looks beautiful on my daughter she loves it,-1
483,"great shirt,,,you should make more DODGE CHALLENGER SHIRTS.",3
484,Got it fixed perfect,1
485,Gift for my granddaughter.,-1
486,She uses these exclusively and loves them.,-1
487,yes its beautiful .,3
488,My best friend really liked it,3
489,"The bra itself is a good bra, very comfortable.",3
490,"(I have other bras exactly like this, just the sizing is different.",-1
491,I picked this particular product because I wanted a certain color.),-1
492,One thing you may need to know is this bra runs small.,-1
493,It's definitely not one-size-fits-all.,1
494,"I wear a medium/large, leaning towards large, only because I don't like the bras to be tight.",1
495,This would definitely run in the small/medium range.,1
496,"It's a good bra, you just need to be aware that it is quite small.",1
497,Used it until about halfway through my third trimester.,3
498,"Will start using again, postpartum, soon!",-1
499,I love this shirt!,3
